valid_time,latitude,longitude,tp,t2m,u10,v10,d2m
1990-01-16 18:00:00,39.75,22.5,0.0,272.2251,1.6746826,-0.027267456,270.6119
1990-01-17 00:00:00,39.5,22.25,0.0,269.2542,0.26542664,1.5590057,268.1825
1990-01-17 00:00:00,39.5,22.5,0.0,269.4925,-0.20820618,1.7064667,269.161
1990-01-17 00:00:00,39.75,22.25,0.0,272.32257,0.5505829,-2.115799,264.245
1990-01-17 00:00:00,39.75,22.5,0.0,271.34015,2.3103485,0.077560425,265.55945
1990-01-17 06:00:00,39.5,22.25,0.0,270.29395,0.024734497,1.1908569,267.7693
1990-01-17 06:00:00,39.5,22.5,0.0,270.80762,-0.29655457,1.3773804,268.62476
1990-01-17 06:00:00,39.75,22.25,0.0,274.15527,0.40852356,-2.2925415,264.1482
1990-01-17 06:00:00,39.75,22.5,0.0,274.7295,2.0149689,-0.7769165,264.91772
1990-01-17 12:00:00,39.5,22.25,0.0,285.7777,0.9844818,0.8067932,269.40778
1990-01-17 12:00:00,39.5,22.5,0.0,283.76794,0.6182709,0.8380432,269.63434
1990-01-17 12:00:00,39.75,22.25,0.0,285.23865,0.81651306,0.18765259,272.98785
1990-01-17 12:00:00,39.75,22.5,0.0,284.09216,0.3047943,0.7257385,272.64215
1990-01-17 18:00:00,39.5,22.25,0.0,274.633,-0.47616577,1.2083282,269.98077
1990-01-17 18:00:00,39.5,22.5,0.0,274.2248,-1.136322,0.80696106,269.72687
1990-01-17 18:00:00,39.75,22.25,0.0,274.8283,-0.2515564,-1.5426483,272.69757
1990-01-17 18:00:00,39.75,22.5,0.0,275.4826,0.11172485,-1.092453,271.76202
1990-01-18 00:00:00,39.5,22.25,0.0,271.23132,-0.004837036,0.81463623,267.615
1990-01-18 00:00:00,39.5,22.5,0.0,272.1903,-0.33198547,0.72283936,267.18726
1990-01-18 00:00:00,39.75,22.25,0.0,274.2411,0.020553589,-1.6921997,271.70874
1990-01-18 00:00:00,39.75,22.5,0.0,278.17273,0.84672546,-1.0671997,272.09155
1990-01-18 06:00:00,39.5,22.25,0.0,268.82227,-0.14660645,1.0973358,266.4558
1990-01-18 06:00:00,39.5,22.5,0.0,269.23242,-0.506958,0.8942108,266.1941
